Location,Id,Code,Parking
R.RIBEIRO,682,RR3392,0
MERCADO DO BOLHÃO,683,MC8901,1
SOBREIRO,684,SB3070,0
LGO. DA CRUZ,685,CAVE4,0
GAGO COUTINHO,686,GG5654,0
EST. S.BENTO,687,SBNT3,0
SR. DO CALVÁRIO,688,SC9454,0
AV.LIDADOR DA MAIA,689,AV6817,0
PARADA,690,PR2047,0
TERRAMONTE,691,TR1217,0
DIU/TEATRO,692,DTR,0
LAVADOUROS,693,LV2418,0
MOSTEIRO LEÇA DO BALIO,694,MT2392,0
LEONARDO COIMBRA,695,LN2718,0
C.SAÚDE DE ERMESINDE,696,CS3106,0
BR. FONTE DA MOURA,697,BF1223,0
JÚLIO DINIS,698,JL1982,0
BRÁS OLEIRO,699,BR1365,0
5 DE OUTUBRO,700,5O1371,1
MARGINAL,701,MA1352,0
HOSP. SANTOS SILVA,702,HS1569,0
MONTE DA VIRGEM,703,MV1869,0
RUA 15,704,R15,0
RTP,705,RT3298,0
ALTO DA MAIA,706,AM2876,1
GIL VICENTE,707,GL2576,0
RUA 1,708,R1,0
CORIM,709,CO1359,0
RUA 10,710,R10,0
PEREIRAS,711,PR5671,0
DR.CARLOS FELGUEIRAS,712,DCPF1,0
PORTELINHA,713,PTLH,0
DR. CARLOS FELGUEIRAS,714,DCPF2,0
BR.FONTE DA MOURA,715,BFTM4,0
CORISCOS,716,CO5851,0
PROF. MELO ADRIÃO,717,PFMA2,0
CASA DO CORIM,718,CCOR,0
PEDRA VERDE,719,PD2792,1
ESCARPA SERRA  PILAR,720,ESPL1,0
ALCAIDE FARIA,721,ALCF1,0
C.SAÚDE DE ALDOAR,722,CSA3,0
CONSOLATA,723,CN2872,0
VALONGO-CONTINENTE,724,VLG5,0
ROD. GONÇALVES LAGE (ESTE),725,RG1742,0
ÁGUAS SANTAS,726,AS1403,0
AGUIAR NOGUEIRA,727,AGN,0
PARQUE CAMPISMO,728,PR3366,0
JULIÃO SARMENTO,729,JL8784,0
ROD. GONÇALVES LAGE (OESTE),730,RGLO2,0
MIRANTE,731,MR1546,0
MADALENA (ESCOLAS),732,MD2820,0
BR.CERCO PORTO,733,BC3087,0
PÁDUA CORREIA,734,PDC,0
CRISTOVÃO CERNACHE,735,CC1093,0
FACULDADE DE ENGENHARIA,736,FE3285,0
S.JOÃO BOSCO,737,SJ2138,0
PONTELHAS,738,PT4247,0
CEMITÉRIO STA. MARINHA,739,CMSM1,0
IGREJA CAPUCHINHOS,740,IC3257,0
LAVOURAS,741,LV2211,0
CLUBE CAÇADORES,742,CC2616,0
J.A.E.,743,JA1326,0
FORMIGUEIRO,744,FM2013,0
B.V. COIMBRÕES,745,BVC2,0
ISCET,746,TRH3,0
ARCO DO PRADO,747,AP1292,0
RANHA,748,RN1046,0
RIO TINTO (ESC. SEC.),749,RT2224,0
CRAVEL,750,CR2375,0
LGO.NEVOGILDE,751,LN1366,0
TORRINHA,752,TR3063,0
CEMITÉRIO,753,CE9760,0
ESC.SOARES DOS REIS,754,ES1200,0
BOAVISTA BRASÍLIA,755,BV1043,0
SERRALVES,756,SR2078,0
LINHARES,757,LI6201,0
PÊRO VAZ CAMINHA,758,PV2805,0
RAMADA ALTA,759,RA2114,0
CAMILO C. BRANCO,760,CC3195,0
CEDOFEITA,761,CD2268,0
IGREJA SENHORA DA HORA,762,ISRH4,0
MONTE CASTELO,763,MT2026,0
FRANCELOS-PRAIA,764,FR4488,0
PÊGO NEGRO,765,PN2307,0
SENHORA DA HORA (METRO),766,SHRM4,0
RIBEIRO,767,RB6728,0
GONÇALO CRISTÓVÃO,768,GC2190,1
PRAIA MADALENA SUL,769,PM1309,0
GATÕES,770,GA1104,0
IGREJA CEDOFEITA,771,ICDF1,0
B. V. GONDOMAR,772,BV2547,0
FERNANDO TÁVORA,773,FT2623,0
CARVALHOSA,774,CV9711,0
INST. ONCOLOGIA,775,IPO2,0
BCG,776,BCG,0
ARREGADAS,777,AR1568,0
AV.FRANÇA,778,AVF2,0
MAR SHOPPING NASCENTE,779,MA3386,0
SAPADOR. BOMBEIROS,780,BSB,0
MAR SHOPPING - IKEA,781,IK1877,0
GUARDEIRAS,782,GU2161,0
PISCINA CONSTIT.,783,PISC,0
PISCINA DAS MARÉS,784,PI1074,0
ROT. DA EXPONOR,785,RE3052,0
CORGA,786,CR1176,0
PRAIA DE LEÇA,787,PL1576,0
 DR.DOMINGOS BONTEMPO,788,DBT2,0
PÍCUA,789,PC3273,0
FREIXIEIRO,790,FR1082,0
TV.PINGUELA,791,TP2827,0
BR.LAGARTEIRO,792,BLGT2,0
SRA. DA GUADALUPE,793,SR2097,0
PARQUE ORIENTAL,794,PQ2065,0
S. GEMIL,795,SGM,0
PSP,796,PSP1,0
LAGARTEIRO (NORTE),797,LG7160,0
CERCO DO PORTO,798,CP2029,0
ESCOLAS,799,ES2500,0
MAIA (ESTÁDIO),800,MA1103,0
TV.NOVA DA GIESTA,801,TNG2,0
BR. LAGARTEIRO,802,BLGT1,0
S. GEMIL (CAMINHO FERRO),803,SGMC1,0
JUNTA FREG. CAMPANHÃ,804,JFC,0
TV. NOVA DA GIESTA,805,TNG1,0
MONTE CAMPANHÃ,806,MC2794,0
EÇA DE QUEIROS,807,EQ3378,0
MAIA (CAMARA),808,MAIA4,0
MERCADO DA FOZ,809,MF6357,1
BOI MORTO,810,BO1594,0
ANTÃO DE ALMADA,811,AA1357,0
PR. DO IMPÉRIO,812,PR2907,0
BOLHÃO (METRO),813,BLM,0
PINHAL,814,PN2287,0
D. LEONOR,815,DL1648,0
CANTAREIRA,816,CN2845,0
IGREJA DA FOZ,817,IF2051,0
SENHORA DA LUZ,818,SRLZ1,0
MIGUEL BOMBARDA,819,1M2825,0
VARZIELA,820,VR1999,0
VILA D' ESTE (ESCOLAS),821,VDES,0
ESTR.NACIONAL 109,822,E109,0
PRAIA DOS INGLESES,823,PI2982,1
PASSAL,824,PS7930,0
L.GO 1º DEZEMBRO,825,LPDZ,0
PRAIA DA LUZ,826,PLUZ1,0
BATALHA,827,BT1769,0
CALVÁRIO,828,CL8545,0
PINTO BESSA,829,PB3401,0
IGREJA DE ALFENA,830,IG3316,0
BARROS LIMA,831,BL2486,0
CAMPO 24 DE AGOSTO,832,C21640,1
CONTINENTE,833,CO1721,0
TARALHÃO,834,TA3010,0
ARAÚJO,835,AR3384,0
TRIANA,836,TR2444,0
PRACETA AREIAS,837,PC3064,0
C. SEIXO (SUL),838,CS2446,0
QUINTA BELA VISTA,839,QB3392,0
PONTE CARRAQUINHO,840,PC1453,0
ROSÁRIO,841,ROSA1,0
R.RODELO,842,RRDL1,0
LGO. DA CAPELA,843,LG2865,0
GAIASHOPPING,844,GS2804,0
PISCINAS,845,PCNS,0
DIU,846,DIU1,0
FRANCISCO MAIA,847,FM1760,0
LEÇA F. CLUBE,848,LFC2,0
MIRÃO,849,MI1943,0
PORTELA,850,PT2659,0
AVESSADA,851,AV1307,0
NÓ DO FREIXIEIRO,852,NO6413,0
31 DE JANEIRO,853,312129,0
JACINTO NUNES,854,JNN2,0
R.CRASTO,855,RC1938,0
ALTO DO VISO,856,AV2513,0
BR.CARVALHIDO,857,BRCV,0
PERPÉTUO SOCORRO,858,PS2343,0
ALTO DA AREOSA,859,AA1662,0
ASPRELA,860,AS1358,1
IGREJA AREOSA,861,IA5883,0
FORNO,862,FR8784,0
BOA NOVA,863,BNV2,0
ENCOSTA DA ARRÁBIDA,864,EN3031,0
AV. SALG. ZENHA,865,SG2783,0
ENTRE CANCELAS,866,EC2700,0
OURO,867,OU3860,0
ALTINO DOMINGUES MOREIRA,868,ADM1,0
CAIS DAS PEDRAS,869,CA2338,0
SÁ DA BANDEIRA,870,SDB5,0
ALAMEDA DAS ANTAS,871,AA2951,0
JOSÉ MARIA PEDROTO,872,JMP1,0
VALE FERREIROS,873,VF1357,0
ESCOLA SUPERIOR SAÚDE,874,ESS1,0
COMENDADOR FERREIRA  MATOS,875,CFM,0
C. SAÚDE LEÇA PALMEIRA,876,CS1902,0
SANTA CATARINA,877,SCAT3,0
ÁLVARES CABRAL,878,AC1873,0
MUNDO NOVO,879,MN3358,0
CAMPO PASTELEIRA,880,CM1356,0
S.PEDRO C. /PASSAL,881,SP5946,0
HOSP. P. HISPANO,882,HS6137,0
HUMBERTO CRUZ,883,HM1129,0
ENXURREIRAS,884,EN1111,0
ILHA BRAVA,885,IB9980,0
SEMINÁRIO,886,SEMR,0
BRAGA JÚNIOR,887,BG2959,0
GONÇALO SAMPAIO,888,GO2195,0
TV. ALDEIA NOVA,889,TAN,0
MOINHO VENTO,890,MV6848,0
DEVESAS (ESTAÇÃO),891,DV2293,0
ELECTROCERÂMICA,892,EC,0
ALVES REDOL,893,AL3304,0
R.GRANJA,894,1G2638,0
PARQUE PÍCUA,895,1P1556,0
BIBLIOTECA DE GAIA,896,BI1585,0
FONTE DO OUTEIRO,897,FO8720,0
PAV. GIMNODESPORT.,898,PA1227,0
IGREJA DAS ANTAS,899,IA3230,0
OLIVEIRA ZINA,900,OL8727,0
SALGADO ZENHA,901,SZEN1,0
DIOGO BRANDÃO,902,1DBR1,0
LIMA,903,LI4384,0
JOSÉ FALCÃO,904,JFAL1,0
ILHA,905,ILHA,0
STA. LUZIA (NORTE),906,STLN1,0
ARCA D´ÁGUA,907,1ADA1,0
VALONGO (ESTAÇÃO),908,VL2089,0
ZEFERINO COSTA,909,1ZC1,0
CASTRO PORTUGAL,910,1CAP1,0
NÓ BONJÓIA,911,NOB1,0
ESTAMPARIA LAVADORES,912,EL1156,0
PICÃO,913,PI2231,0
JORGE DIAS,914,JG2785,0
LAVADORES (PRAIA),915,LVP,0
INFANTE D.HENRIQUE,916,INFH2,0
VALADARES (EST),917,VAL,0
AUGUSTO GOMES,918,AGOM1,0
LICEU GARCIA ORTA,919,LG2592,1
BOAVISTA CORREIOS,920,BVCT1,0
PEDRAS SALGADAS,921,PS1619,0
REGUEIRA,922,RGR1,0
CORDOARIA,923,CO1691,1
AFONSO  ALBUQUERQUE,924,AALB,0
MACAU,925,MC1804,0
TV. DE ARDEGÃES,926,TARG1,0
CASA DE RAMALDE,927,CR3043,1
BOAVISTA-B.SUCESSO,928,BS5,0
COMBATENTES G.GUERRA,929,CGG,0
AREIAS,930,AR1635,0
TV. ALDEIA,931,TV1859,0
LÓIOS,932,1LOI3,0
CONS.COSTA AROSO,933,CC4733,0
D.JOÃO II (METRO),934,DJ3116,0
FACULDADE DE ECONOMIA,935,FE1619,0
BAIRRO ANT. AROSO,936,BA9686,0
IGREJA DE ALDOAR,937,IGAL1,0
EIRINHAS,938,EIR3,0
MONTE AVENTINO,939,MA4105,0
DIONÍSIO SANTOS SILVA,940,DSS,0
COUTINHO AZEVEDO,941,CAZ,0
NAVE,942,NAVE2,0
MOREDA,943,MRD,0
DUQUE LOULÉ,944,DQL1,0
BEATA MAFALDA,945,BMAF1,0
CONGOSTAS,946,CN2881,0
COSTA CABRAL,947,CCBR,0
ANTUNES GUIMARÃES,948,AN2044,0
BR. STO. EUGÉNIO,949,BR2897,0
URB. PRELADA,950,UR9405,0
SIDÓNIO PAIS,951,SD1832,1
LORDELO,952,LR3170,0
MARTIM FREITAS,953,MF1,0
INFANTE SAGRES,954,IS1549,0
TV. DA PONTE,955,TP1508,0
VIA NORTE,956,VN6869,0
PADRÃO LÉGUA,957,PL8415,0
SANTOS DIAS,958,SS6989,0
PADRE AMÉRICO,959,PA2190,0
BARREIROS,960,BR1687,0
S. PEDRO DA COVA,961,SP4176,0
ANTONIO ALEIXO,962,AA2740,0
FALCÃO,963,FALC,0
PADRE DEHON,964,PD1465,0
CAMPUS S. JOÃO,965,CSJ4,0
PICOUTOS (VIADUTO),966,PC2166,0
AEROPORTO,967,AEPT1,0
MOALDE,968,MO2705,0
DR.BARROS,969,DRB2,0
PADRÃO DA LÉGUA,970,PL1005,0
MERC. FERR. BORGES,971,MFB2,0
FLORES,972,FL1588,1
CATASSOL,973,CT8136,0
VÁRZEA,974,VA2818,0
R. CERCO DO PORTO,975,RC2158,0
TV. HENRIQUE BRAVO,976,TH3051,0
OLIVEIRA GAIO,977,OG1585,0
CURVA DO 30,978,C31794,0
QUARTEL SRR. PILAR,979,QS1717,0
S.MAMEDE (MERCADO),980,SMMM1,0
ENTRE QUINTAS,981,EQ7222,0
CARVALHEIRO,982,CV3137,0
MONTEDOURO,983,MTD,0
S. MAMEDE,984,SM3282,1
LARANJEIRAS,985,LA1068,0
GUEIFÃES (ESC.EB2/3),986,GU2701,0
SOUTELO BAIXO,987,ST2858,0
C. SEIXO (NORTE),988,CS1562,0
FOGUETEIROS (SUL),989,FG1305,0
PITADA,990,PT2373,0
COVELO,991,CV7713,0
CASAIS NOVOS,992,CN2443,0
I.S.E.P.,993,IS2070,0
AVAL CIMA,994,AV3110,0
BERLENGAS,995,BL2038,0
ALMEIDA VALENTE,996,AL3039,0
BR.DO AMIAL,997,BRA1,0
CENTRAL SEIXO,998,CS6251,0
C. SAÚDE PARANHOS,999,CS1351,0
SISTELO,1000,SS8901,0
S.TA OVAIA,1001,ST2995,0
TV. PASSOS MANUEL,1002,TP3926,0
ALMIRANTE REIS,1003,AR4770,0
CAVADAS,1004,CV3203,0
CARCAVELOS,1005,CR2359,0
ABEL SALAZAR,1006,AS3038,0
MATOSINHOS (CMM),1007,MA3385,0
PICOUTOS,1008,PC2423,0
AZENHA NOVA,1009,AZ2586,0
SÁ E MELO,1010,SM1796,0
TELHEIRO,1011,TL2295,0
DR. AFONSO CORDEIRO,1012,DA1191,0
HOSPITAL MATOSINHOS,1013,HM7076,0
ANTÓNIO PEDRO,1014,AP1644,0
PEDRO MESQUITA,1015,PM1344,0
S.TA EULÁLIA,1016,ST1485,0
S.TA CRUZ,1017,ST9093,0
VINHAL,1018,VI1259,0
CARVALHA,1019,CV1086,0
AV. MENÉRES,1020,AVM1,0
M. FERREIRA PINTO,1021,MF7909,0
CARVALHA DE BAIXO,1022,CB3132,0
R. DAS MATAS,1023,RM1237,0
DR. AMÉRICO COSTA,1024,DA2913,0
ESTIVADA,1025,ES3351,0
ESTR. D. MIGUEL,1026,ED2537,0
SANTANA,1027,ST1459,0
AGRO,1028,AG2619,0
AMOROSA,1029,AM2406,0
TV. MATAS,1030,TM8057,0
ALAM.EMPRESA,1031,AE8238,0
NÓ CANDAL,1032,NOC,0
BICALHO,1033,BI2477,0
COIMBRÕES 1,1034,COB6,0
TV. FONTE LODOSA,1035,1T2785,0
VITERBO CAMPOS,1036,VTC2,0
PARQUE BASÍLIO TELES,1037,PQBT3,0
COIMBRÕES,1038,CO2258,0
SOUSA AROSO,1039,SA1817,0
R. FONTE LODOSA,1040,RF2257,0
PR. M. SILVA REIS,1041,PR2787,0
MATOSINHOS PRAIA,1042,MT1263,0
HOSPITAL MILITAR,1043,HM4316,0
S. PEDRO,1044,SP1779,1
QUINTA INGLESES,1045,QTI,0
PQ BASÍLIO TELES,1046,PQ7567,0
LOTA,1047,LO1726,0
GODINHO,1048,GO6161,0
UNIV. F. PESSOA,1049,UF2412,0
PR. CID. SALVADOR,1050,PC8907,0
D.AFONSO HENRIQUES,1051,AH1768,0
SEARA,1052,SE1728,0
CONSTITUIÇÃO,1053,CO7757,1
BRITO CAPELO,1054,BR2924,1
CRUZ VERMELHA,1055,CZ3100,0
SALGUEIROS,1056,SA2701,0
VITORINO NEMESIO,1057,VN5229,0
PR. DA REPÚBLICA,1058,PR2680,1
COMBATENTES,1059,CO2295,0
ESTÁDIO DO DRAGÃO,1060,ED1099,0
CINTURA INTERNA,1061,CI2941,0
MONTE PEDRO,1062,MT3363,0
ALTO DA SERRA,1063,AS2101,0
LAGARTEIRO,1064,LG8407,0
BELA VISTA,1065,BV4597,0
R. SR MATOSINHOS,1066,RS1643,0
MAJOR PÁLA,1067,MJ1738,0
GANDARA,1068,GD2009,0
MADALENA (C. SAUDE),1069,MDCS1,0
QTA DAS ROSAS,1070,QT1373,0
L. DOMINGOS MATOS,1071,LGDM2,0
CHOUPELO,1072,CH1814,0
CHÃS,1073,CH2788,0
REGO D ÁGUA,1074,RDA2,0
DISPENSÁRIO,1075,DI2395,0
JOAQUIM ALVES SILVA,1076,AL1981,0
DEVESAS,1077,DV2,0
CÂMARA DE GAIA,1078,CM3198,0
VERTIDO,1079,VE1193,0
S.TO OVÍDIO,1080,SO1,0
C. SAÚDE S. REIS,1081,CS1853,0
CAMPO,1082,CM1430,0
CASA DA PRELADA,1083,CP1838,0
SALGUEIRO MAIA,1084,SA6039,0
SARDOAL,1085,SR2488,0
STO. OVÍDIO,1086,SO3173,1
ANTÓNIO R.ROCHA,1087,ARR,0
SOARES DOS REIS,1088,SR1833,1
GOMES AZURARA,1089,GA1081,0
ESC. EB 2/3 S REIS,1090,EB2715,0
BR. CEDRO,1091,BR2480,0
CEMITÉRIO NOVO,1092,CN2794,0
GENERAL TORRES,1093,GE2978,1
ISCAP,1094,IS7127,0
LGO. DOS AVIADORES,1095,LG5831,0
ESC. SUP. EDUCAÇÃO,1096,ES1431,0
RUELA,1097,RU2015,0
S. MAMEDE (MERCADO),1098,SMMM2,0
COMPLEXO MUNICIPAL PEDROUÇOS,1099,CMPD2,0
AGOSTINHO A. SOUSA,1100,AGAS2,0
ALAM. CEDRO,1101,ACDR1,0
AGOST. A. SOUSA,1102,AGAS1,0
BOLHÃO (FIRMEZA),1103,BLFZ1,0
RUA FIRMEZA,1104,RFZ1,0
CANCELINHAS,1105,CCL,0
IGREJA CAMPO,1106,CM2795,0
FACULDADE DE CIÊNCIAS,1107,FC8390,0
VISO (METRO),1108,VI1044,0
RIO FERREIRA,1109,RF8979,0
BICHEIROS,1110,BC4812,0
JARDINS DA ARRÁBIDA,1111,JA6625,0
LEÇA F.CLUBE,1112,LFC,0
LIDADOR / M. MONIZ,1113,LDDM,0
PEREIRA MELO,1114,PM1446,0
MANSO,1115,MN2732,0
CARREIROS,1116,CR4246,0
MONTE S.BRÁS,1117,MSB2,0
REGADIO,1118,RG1616,0
TV.FORNO,1119,TV1945,0
EST.S.BENTO,1120,1SBNT1,0
FOGUETEIROS,1121,FG2606,0
PR. DA GALIZA,1122,PR2962,0
CUSTÓIAS (METRO),1123,CS9997,0
JUNTA MASSARELOS,1124,JM7842,1
DR.ANTÓNIO GRANJO,1125,DAG1,0
SANTOS POUSADA,1126,STP1,0
PONTE DA ARRÁBIDA,1127,PA8620,0
GÓLGOTA,1128,GG2047,0
BOAVISTA CEMITÉRIO,1129,BVCM3,1
PARAÍSO (METRO),1130,PR1759,0
BOAVISTA (MERCADO),1131,RBVM1,0
MAN.P.AZEVEDO 3,1132,MP3389,0
ARDEGÃES,1133,AR2581,0
R. DO MOSTEIRO,1134,RM2282,0
ROD. GONÇALVES LAGE,1135,RGLO1,0
ESC.BAS.ALFENA,1136,1E1765,0
MAIA (CÂMARA),1137,MAIA3,0
PR.FILIPA DE LENCASTRE,1138,PR8534,1
ALTO DE SOUTELO,1139,AS3353,0
S.JOÃO DE BRITO,1140,1SJB1,0
TV.CRUZES,1141,TC1359,0
S. CAETANO,1142,SC8866,1
NOVAS CONSTRUÇÕES,1143,NCON1,0
OLIVEIRAS,1144,OL1393,0
PINHEIRO,1145,PI2886,0
GNR,1146,GN2503,0
QUELHAS,1147,QU2529,0
VERMOIM,1148,VR5548,0
LGO. ALJUBARROTA,1149,LGAJ3,0
QUINTA NOVA,1150,QN2944,0
ROT. ENG. EDGAR CARDOSO,1151,RECA1,0
CARLOS AMARANTE,1152,CA7045,0
ROSA MOTA,1153,RM1146,0
COVILHÃ,1154,CO7356,0
ESCOLA IRMÃOS PASSOS,1155,EIP1,0
HOSP. STA. MARIA,1156,HSM2,0
OUTEIRINHO,1157,OT5528,0
LUGARINHO,1158,LUG2,0
R. CHAQUEDAS,1159,RCH2,0
EÇA QUEIRÓS,1160,EQ2023,0
MIRADOURO,1161,MR1281,0
MAIASHOPPING,1162,MS6903,0
PEDRAS RUBRAS (METRO),1163,PR2255,0
FUNDIÇÃO,1164,FN4713,0
CHÃOS,1165,CH5410,0
PAVILHÃO CPN,1166,PV2109,0
CAMÉLIAS,1167,CM1235,0
VASCO DA GAMA,1168,VA9994,0
GANDRA,1169,GA3330,0
SEIXO,1170,SX2214,0
9 DE AGOSTO,1171,9A2814,0
MONTE S. BRÁS,1172,MSB1,0
TOURAIS,1173,TOR4,0
SOUTINHO,1174,ST1547,0
MONTE DOS BURGOS,1175,MT2299,0
FLOR DA SERRA,1176,FS1324,0
AREIAS CABEDELO,1177,AC3052,0
JOSÉ MARIA ALVES,1178,JMA,0
ALUMIARA,1179,AL1204,0
CRISTO REI,1180,CR2601,0
SRA. DA HORA,1181,RSH,0
NEVOGILDE,1182,NE8738,0
PINHAIS DA FOZ,1183,PF3284,0
TV.BRÁS OLEIRO,1184,TV3777,0
D.PEDRO V,1185,DP3366,0
ALDEIA DE BAIXO,1186,ABX2,0
R.CAMPO ALEGRE,1187,CALE,0
S.BENTO,1188,1SBNT,0
SILVA AROSO,1189,SA,0
NOVA LISBOA,1190,NV1187,0
TV. PENEDO,1191,TPEN,0
MADALENA,1192,MDLP,0
HENRIQUE CERNACHE,1193,HR2915,0
CHANCIDRO,1194,CHC1,0
GESTALINHO,1195,GEST,0
S.GEMIL (CAMINHO FERRO),1196,SGMC2,0
STA. LUZIA,1197,ST2136,0
ZONA INDUSTRIAL,1198,ZO1512,1
PENEDOS,1199,PN1817,0
BARREIRO,1200,BR2743,0
FACULDADE ARQUITETURA,1201,FCA,0
PARQUE DA REPÚBLICA,1202,PREP2,0
MONTE PENEDO,1203,MP1767,0
ANTÓNIO MARQUES,1204,AM7935,0
SERPA PINTO,1205,SP2072,0
S. SEBASTIÃO,1206,SS9053,0
MONTE DOS PIPOS,1207,MP8020,0
LGO. MONTINHO,1208,LGM2,0
BELO HORIZONTE,1209,BH1080,0
CABO MUNDO,1210,CB2646,0
BR.CONTUMIL,1211,BCNT,0
APDL,1212,AP2370,0
PADRE LUIS CAMPOS,1213,PL3146,0
REGUINHO D ÁGUA,1214,RD2814,0
C.SAÚDE DA  SRA.HORA,1215,CSSH1,0
1º DE DEZEMBRO,1216,PD2401,0
ROT. DA AREOSA,1217,RO1870,0
BOTICA,1218,BTC2,0
PRECIOSA,1219,PR7649,0
ENG. FERREIRA DIAS,1220,EF3008,0
BONFIM BARREIROS,1221,BFB,0
DR. A. COSTA MAIA,1222,DA2461,0
MOREIRA SÁ,1223,MRS2,0
CERRO,1224,CE2298,0
S. CRISPIM,1225,SC1341,0
JOAQUIM ALVES DA SILVA (SUL),1226,JA1259,0
MTE BURGOS (CIRC.),1227,MT2844,0
BARROSA,1228,BRRS,0
PR. DA CORUJEIRA,1229,PCRJ1,0
VILA COVA,1230,VL1487,0
BONJÓIA,1231,BN7548,0
GODIM,1232,GD1451,0
 ALTOS,1233,AL2223,0
IGREJA DE CAMPANHÃ,1234,ICAM2,0
ILHÉU,1235,ILH2,0
LARGO EIRÓS,1236,LE3860,0
VARANDAS,1237,VR1733,0
D.JOÃO I,1238,DJ1,0
R.CENTRO,1239,RCT2,0
FONTE VELHA,1240,FV2324,0
LUIS WOODHOUSE,1241,LW3241,0
PEGO NEGRO,1242,PN8585,0
PRACETA OLIVEIRAS,1243,PC9404,0
FREIXO,1244,FR3216,0
EZEQUIEL CAMPOS,1245,EZ2480,0
PEREIRÓ,1246,PR1401,0
SOUTO CONTUMIL,1247,STCT,0
R. CONTUMIL,1248,RC1616,0
PAULO NOVAIS,1249,PN1338,0
NAVAS TOLOSA,1250,NVT,0
VALADARES,1251,VAL1,0
AV. ALIADOS,1252,AA1146,1
ANTÓNIO CARDOSO,1253,AC2008,0
PARQUE NASCENTE,1254,PQ5832,0
ROT. A.E.P.,1255,RA2810,1
AREINHO,1256,AR3169,0
